"artist","museum","gender","ethnicity","GEO3major","year"
"BoATek A A-pek","Denver Art Museum","man","white","Europe","1950"
"Ken Abbott","Denver Art Museum","man",NA,"North America","1960"
"William Acheff","Denver Art Museum","man",NA,"North America","1950"
"Franz Ackermann","Denver Art Museum","man","white","Europe","1960"
"Ansel Adams","Denver Art Museum","man","white","North America","1900"
"Charles Partridge Adams","Denver Art Museum","man","white","North America","1860"
"Kenneth Miller Adams","Denver Art Museum","man",NA,"North America","1900"
"Robert Adams","Denver Art Museum","man","white","North America","1940"
"Deborah Adler","Denver Art Museum",NA,NA,NA,NA
"Jeff Aeling","Denver Art Museum","man",NA,"North America","1960"
"Mrs. Ramos Aguilar","Denver Art Museum",NA,"hispanic",NA,NA
"Halim al-Karim","Denver Art Museum","man","other","West Asia","1960"
"Sami al-Karim","Denver Art Museum","man","other","West Asia","1970"
"Mateo PACrez de Alesio","Denver Art Museum","man","white","Europe","1550"
"Brian Alfred","Denver Art Museum","man","white","North America","1970"
"Anton Alvarez","Denver Art Museum","man",NA,"Europe","1980"
"Fernando Alvim","Denver Art Museum","man",NA,NA,"1960"
"El Anatsui","Denver Art Museum","man","black","Africa","1940"
"Evan Anderman","Denver Art Museum",NA,"white",NA,NA
"James Anderson","Denver Art Museum","man","white","Europe","1810"
"Catherine Angel","Denver Art Museum",NA,NA,NA,NA
"Karel Appel","Denver Art Museum","man","white","Europe","1920"
"Dieter Appelt","Denver Art Museum","man","white","Europe","1940"
"Ron Arad","Denver Art Museum","man","other","Europe","1950"
"Diane Arbus","Denver Art Museum","woman","white","North America","1920"
"Giuseppe Arcimboldo","Denver Art Museum","man","white","Europe","1530"
"Manuel de Arellano","Denver Art Museum","man","hispanic","Latin America and the Caribbean",NA
"Sebastian Lopez de Arteaga","Denver Art Museum","man",NA,"Europe","1610"
"Richard Artschwager","Denver Art Museum","man","white","North America","1920"
"Sergio Asti","Denver Art Museum","man","white","Europe","1930"
"EugA?ne Atget","Denver Art Museum","man","white","Europe","1860"
"John James Audubon","Denver Art Museum","man","white",NA,"1780"
"Ricardo Avila","Denver Art Museum","man",NA,NA,NA
"Jozef G. Bakos","Denver Art Museum","man","white",NA,"1890"
"A?douard-Denis Baldus","Denver Art Museum","man","white","Europe","1810"
"Walter Ballmer","Denver Art Museum","man",NA,NA,NA
"James Bama","Denver Art Museum","man","white","North America","1930"
"Lawrence von Bamford","Denver Art Museum","man",NA,"North America","1940"
"Pavel Banka","Denver Art Museum","man","white","Europe","1940"
"George Barker","Denver Art Museum","man","white","North America","1840"
"George N. Barnard","Denver Art Museum","man","white","North America","1820"
"Tina Barney","Denver Art Museum","woman","white","North America","1940"
"Thomas Barrow","Denver Art Museum","man","white","North America","1940"
"Uta Barth","Denver Art Museum","woman","white","Europe","1960"
"Bo Bartlett","Denver Art Museum","man",NA,"North America","1960"
"Francesco di Antonio di Bartolomeo","Denver Art Museum","man","white","Europe","1390"
"Antoine Louis Barye","Denver Art Museum","man","white","Europe","1800"
"Saul Bass","Denver Art Museum","man","white","North America","1920"
"Jules Bastien-Lepage","Denver Art Museum","man","white","Europe","1850"
"Robert Bateman","Denver Art Museum","man","white","North America","1930"
"Gustave Baumann","Denver Art Museum","man","white",NA,"1880"
"Theodore Baur","Denver Art Museum","man","white","Europe","1840"
"Herbert Bayer","Denver Art Museum","man","white",NA,"1900"
"Standing Bear","Denver Art Museum","man",NA,NA,NA
"Francis Bedford","Denver Art Museum","man","white","Europe","1820"
"Barthel Beham","Denver Art Museum","man","white","Europe","1500"
"Attributed to C. M. (Charles Milton) Bell","Denver Art Museum","man",NA,"North America","1850"
"C. M. (Charles Milton) Bell","Denver Art Museum","man",NA,"North America","1850"
"William H. Bell","Denver Art Museum","man","white","Europe","1830"
"Albert-Ernest Carrier de Belleuse","Denver Art Museum","man","white","Europe","1820"
"Hans Bellman","Denver Art Museum","man","white","Europe","1910"
"E. J. Bellocq","Denver Art Museum","man","white","North America","1870"
"Bonifacio Bembo","Denver Art Museum","man",NA,"Europe","1420"
"Robert Benjamin","Denver Art Museum","man","white","North America","1950"
"Scott Bennett","Denver Art Museum","man","white","North America","1970"
"Ward Bennett","Denver Art Museum","man",NA,NA,"1920"
"Ambrosius Benson","Denver Art Museum",NA,"white","Europe",NA
"Frank Weston Benson","Denver Art Museum","man","white","North America","1860"
"Thomas Hart Benton","Denver Art Museum","man","white","North America","1890"
"Girolamo di Benvenuto","Denver Art Museum","man","white","Europe","1470"
"Ruth Bernhard","Denver Art Museum","woman","white","Europe","1900"
"Oscar Edmund Berninghaus","Denver Art Museum","man",NA,"North America","1870"
"Harry Bertoia","Denver Art Museum","man","white","Europe","1920"
"Tadek Beutlich","Denver Art Museum","man","white","Europe","1920"
"Neri di Bicci","Denver Art Museum","man","white","Europe","1420"
"Albert Bierstadt","Denver Art Museum","man","white","Europe","1830"
"Michael Bierut","Denver Art Museum","man","white","North America","1960"
"Joseph Binder","Denver Art Museum","man","white","Europe","1900"
"George Caleb Bingham","Denver Art Museum","man","white","North America","1810"
"HOCK E AYE VI Edgar Heap of Birds","Denver Art Museum","man","other","North America","1950"
"Yasutani Bisei","Denver Art Museum","man","asian","Asia and the Pacific","1900"
"Laverne Nelson Black","Denver Art Museum","man","white","North America","1890"
"Ralph A. Blakelock","Denver Art Museum","man",NA,"North America","1850"
"Karl Blossfeldt","Denver Art Museum","man","white","Europe","1860"
"Ernest Blumenschein","Denver Art Museum","man","white","North America","1870"
"Ernest L. Blumenschein","Denver Art Museum",NA,"white","North America","1870"
"Giovanni da Bologna","Denver Art Museum","man","white","Europe","1530"
"Christian Boltanski","Denver Art Museum","man","white","Europe","1940"
"Lou Bonin-Tchimoukoff","Denver Art Museum","man",NA,"Europe","1880"
"Giovanni Bonsi","Denver Art Museum","man","white","Europe",NA
"Edward Borein","Denver Art Museum","man","white","North America","1870"
"Phil Borges","Denver Art Museum","man","white","North America","1940"
"Hieronymus Bosch","Denver Art Museum","man",NA,NA,NA
"Homer Boss","Denver Art Museum","man","white","North America","1880"
"Henry Bosse","Denver Art Museum","man","white","Europe","1840"
"Barbara Bosworth","Denver Art Museum",NA,"white","North America","1950"
"William Adolphe Bouguereau","Denver Art Museum","man","white","Europe",NA
"Louise Bourgeois","Denver Art Museum","woman","white","Europe","1910"
"Ronan Bouroullec","Denver Art Museum","man","white","Europe","1970"
"Mark Bowles","Denver Art Museum","man","white","North America","1950"
"Debra Box","Denver Art Museum","woman",NA,"North America",NA
"William Bradford","Denver Art Museum","man","white","North America","1820"
"David P. Bradley","Denver Art Museum","man","other","North America","1950"
"Matthew Brannon","Denver Art Museum","man","white","North America","1970"
"Adolphe Braun","Denver Art Museum","man","white","Europe","1810"
"Jules Adolphe Breton","Denver Art Museum",NA,"white","Europe","1830"
"Marcel Breuer","Denver Art Museum","man","white","Europe","1900"
"Alfred Thompson Bricher","Denver Art Museum","man",NA,"North America","1840"
"Edizioni Brogi","Denver Art Museum","man","white","Europe",NA
"Cecily Brown","Denver Art Museum","woman","white","Europe","1970"
"Joan Brown","Denver Art Museum","woman","white","North America","1940"
"Laurie Brown","Denver Art Museum","woman","white","North America",NA
"Francis Joseph BruguiA?re","Denver Art Museum","man","white","North America","1880"
"Jonas Burgert","Denver Art Museum","man","white","Europe","1970"
"Deborah Butterfield","Denver Art Museum","woman","white","North America","1950"
"Miguel Cabrera","Denver Art Museum","man","hispanic","Latin America and the Caribbean","1700"
"Alexander Calder","Denver Art Museum","man","white","North America","1900"
"Paolo Veronese (Paolo Caliari)","Denver Art Museum","man","white","Europe","1530"
"JoAnn Callis","Denver Art Museum","woman","white","North America","1940"
"Paul Caponigro","Denver Art Museum","man","white","North America","1930"
"Etienne Carjat","Denver Art Museum","man","white","Europe","1830"
"Jacopo del Casentino","Denver Art Museum","man","white","Europe","1300"
"John Casilear","Denver Art Museum","man",NA,"North America","1810"
"Mary Cassatt","Denver Art Museum","woman","white","North America","1840"
"Giovanni Benedetto Castiglione","Denver Art Museum","man","white","Europe","1610"
"Achille Castiglioni","Denver Art Museum","man","white","Europe","1920"
"Asuncion Aguilar Cate","Denver Art Museum",NA,NA,NA,NA
"George Catlin","Denver Art Museum","man","white","North America","1800"
"Nick Cave","Denver Art Museum","man",NA,"North America","1960"
"Attributed to Gregorio VA!squez de Arce y Ceballos","Denver Art Museum","man",NA,"Latin America and the Caribbean","1640"
"Juan Bautista VA!squez de Arce y Ceballos","Denver Art Museum","man","hispanic","Latin America and the Caribbean","1630"
"Enrique MartA-nez  Celaya","Denver Art Museum","man","hispanic","Latin America and the Caribbean","1960"
"After Marco Chillitupa ChA!vez","Denver Art Museum",NA,NA,"Latin America and the Caribbean",NA
"Ignacio Chacon","Denver Art Museum","man","hispanic","Latin America and the Caribbean","1740"
"Art Chantry","Denver Art Museum","man","white","North America","1950"
"Chan Chao","Denver Art Museum","man","asian","Asia and the Pacific","1970"
"William Merritt Chase","Denver Art Museum","man","white","North America","1850"
"Wenling Chen","Denver Art Museum","man","asian","Asia and the Pacific","1970"
"Ivan Chermayeff","Denver Art Museum","man","white","Europe","1930"
"Norman Cherner","Denver Art Museum","man",NA,"North America","1920"
"Ikari Choji","Denver Art Museum","man","asian","Asia and the Pacific",NA
"Albert Chong","Denver Art Museum","man",NA,NA,"1960"
"Jaime Cirera","Denver Art Museum","man",NA,"Europe",NA
"Francisco Clapera","Denver Art Museum","man","hispanic","Europe","1750"
"Francesco Clemente","Denver Art Museum","man","white","Europe","1950"
"Chuck Close","Denver Art Museum","man","white","North America","1940"
"Alonso SA!nchez Coello","Denver Art Museum","man","hispanic","Europe","1530"
"Donald W. Coen","Denver Art Museum","man","white","North America","1940"
"Van Deren Coke","Denver Art Museum","man",NA,NA,NA
"Brad Cole","Denver Art Museum","man","white","North America","1910"
"Thomas Cole","Denver Art Museum","man","white","Europe","1800"
"Samuel Colman","Denver Art Museum","man","white","North America","1830"
"Lee Conklin","Denver Art Museum","man",NA,"North America","1940"
"Lois Conner","Denver Art Museum","woman","white","North America","1950"
"Gregory Conniff","Denver Art Museum","man","white","North America","1940"
"Linda Connor","Denver Art Museum","woman","white","North America","1940"
"Lia Cook","Denver Art Museum","woman","white","North America","1940"
"John Coplans","Denver Art Museum","man","white","Europe","1920"
"Dean Cornwell","Denver Art Museum","man",NA,"North America","1890"
"Jean-Baptiste Camille Corot","Denver Art Museum","man","white","Europe",NA
"Gustave Courbet","Denver Art Museum","man","white","Europe","1820"
"E. Irving Couse","Denver Art Museum","man","white","North America","1870"
"Charles Craig","Denver Art Museum","man","white","North America","1850"
"Girolamo da Cremona","Denver Art Museum","man","white","Europe","1450"
"Carlo Crivelli","Denver Art Museum","man","white","Europe","1430"
"Imogen Cunningham","Denver Art Museum","woman","white","North America","1880"
"Edward S. Curtis","Denver Art Museum","man","white","North America","1870"
"Andrea d'Assisi","Denver Art Museum","man","white","Europe",NA
"Li Dafang","Denver Art Museum",NA,"asian","Asia and the Pacific","1970"
"Zhang Dali","Denver Art Museum","man","asian","Asia and the Pacific","1960"
"Zhang Daqian","Denver Art Museum","man","asian","Asia and the Pacific","1900"
"Andrew Dasburg","Denver Art Museum","man","white",NA,"1890"
"Charles FranA?ois Daubigny","Denver Art Museum","man","white","Europe","1820"
"HonorAC Daumier","Denver Art Museum","man","white","Europe",NA
"J. M. Davidson","Denver Art Museum","man",NA,"North America","1810"
"Tim Davis","Denver Art Museum","man",NA,NA,"1970"
"John DeAndrea","Denver Art Museum","man",NA,"North America","1940"
"Charles Deas","Denver Art Museum","man",NA,"North America","1820"
"Edgar Hilaire Degas","Denver Art Museum","man","white","Europe","1830"
"Laurie DeMartino","Denver Art Museum","woman",NA,"North America",NA
"Lesley Dill","Denver Art Museum","woman","white","North America","1950"
"Jim Dine","Denver Art Museum","man","white","North America","1940"
"Kim Dingle","Denver Art Museum","woman","white","North America","1950"
"Nicolas Dipre","Denver Art Museum","man","white","Europe","1500"
"Reyn Dirksen","Denver Art Museum","man",NA,"Europe","1920"
"Maynard Dixon","Denver Art Museum","man","white","North America","1880"
"Tom Dixon","Denver Art Museum","man","white",NA,"1960"
"Wei Dong","Denver Art Museum","man","asian","Asia and the Pacific","1970"
"Gustave DorAC","Denver Art Museum","man",NA,"Europe","1830"
"Elena Dorfman","Denver Art Museum","woman","white","North America","1960"
"James Drake","Denver Art Museum","man",NA,"North America","1950"
"Elisabeth Draper","Denver Art Museum","woman","white","North America","1900"
"Attributed to Christopher Dresser","Denver Art Museum","man","white",NA,"1830"
"Leonardo Drew","Denver Art Museum","man","black","North America","1960"
"Marcel Duchamp","Denver Art Museum","man","white","Europe","1890"
"Rick Dula","Denver Art Museum","man","white","North America","1940"
"Frank Vincent Dumond","Denver Art Museum","man","white",NA,"1860"
"Carroll Dunham","Denver Art Museum","man","white","North America","1950"
"Harvey Dunn","Denver Art Museum","man","white","North America","1880"
"Jeanne Dunning","Denver Art Museum","woman","white","North America","1960"
"William Herbert Dunton","Denver Art Museum","man","white","North America","1880"
"Jules DuprAC","Denver Art Museum","man","white","Europe","1810"
"Jay Dusard","Denver Art Museum","man","white","North America","1940"
"Willard Van Dyke","Denver Art Museum","man","white","North America","1910"
"Charles Eames","Denver Art Museum","man","white","North America","1910"
"Carol Eckert","Denver Art Museum","woman","white","North America","1940"
"Tias Eckhoff","Denver Art Museum","man","white","Europe","1930"
"Charles Edenshaw","Denver Art Museum",NA,NA,"North America","1840"
"Keith Edmier","Denver Art Museum","man","white","North America","1970"
"Nicole Eisenman","Denver Art Museum","woman","white",NA,"1960"
"Gary J. Emrich","Denver Art Museum","man","white","North America","1960"
"Scott Engel","Denver Art Museum","man","white","North America",NA
"Antonio Enriquez","Denver Art Museum","man","hispanic","Latin America and the Caribbean","1720"
"Nicolas Enriquez","Denver Art Museum","man","hispanic","Latin America and the Caribbean","1720"
"Max Ernst","Denver Art Museum","man","white","Europe","1890"
"Torben Eskerod","Denver Art Museum","man","white","Europe","1960"
